0.000000 	 0.000001 
2.171446 	 0.028601 
2.938037 	 0.047301 
3.503975 	 0.063418 
3.969216 	 0.078046 
4.371511 	 0.091656 
4.729849 	 0.104504 
5.055339 	 0.116752 
5.355125 	 0.128508 
5.634114 	 0.139850 
5.895847 	 0.150837 
6.142973 	 0.161513 
6.377535 	 0.171915 
6.601146 	 0.182071 
6.815107 	 0.192006 
7.020481 	 0.201740 
7.218155 	 0.211291 
7.408874 	 0.220671 
7.593271 	 0.229896 
7.771891 	 0.238974 
7.945206 	 0.247917 
8.113628 	 0.256733 
8.277519 	 0.265430 
8.437199 	 0.274014 
8.592952 	 0.282492 
8.745033 	 0.290870 
8.893672 	 0.299153 
9.039073 	 0.307344 
9.181424 	 0.315450 
9.320894 	 0.323473 
9.457638 	 0.331417 
9.591799 	 0.339286 
9.723505 	 0.347083 
9.852876 	 0.354810 
9.980024 	 0.362471 
10.105049 	 0.370068 
10.228047 	 0.377602 
10.349105 	 0.385077 
10.468306 	 0.392495 
10.585725 	 0.399857 
10.701434 	 0.407165 
10.815499 	 0.414421 
10.927985 	 0.421627 
11.038948 	 0.428783 
11.148445 	 0.435893 
11.256527 	 0.442956 
11.363244 	 0.449974 
11.468642 	 0.456950 
11.572765 	 0.463882 
11.675654 	 0.470774 
11.777349 	 0.477625 
11.877888 	 0.484438 
11.977305 	 0.491212 
12.075635 	 0.497949 
12.172909 	 0.504650 
12.269158 	 0.511316 
12.364411 	 0.517947 
12.458697 	 0.524544 
12.552041 	 0.531108 
12.644469 	 0.537640 
12.736006 	 0.544140 
12.826674 	 0.550610 
12.916496 	 0.557049 
13.005493 	 0.563458 
13.093686 	 0.569839 
13.181095 	 0.576191 
13.267737 	 0.582515 
13.353633 	 0.588812 
13.438798 	 0.595082 
13.523250 	 0.601326 
13.607005 	 0.607544 
13.690078 	 0.613737 
13.772485 	 0.619905 
13.854240 	 0.626048 
13.935357 	 0.632167 
14.015850 	 0.638263 
14.095732 	 0.644336 
14.175014 	 0.650385 
14.253710 	 0.656412 
14.331831 	 0.662418 
14.409389 	 0.668401 
14.486394 	 0.674363 
14.562858 	 0.680304 
14.638790 	 0.686225 
14.714201 	 0.692125 
14.789101 	 0.698005 
14.863498 	 0.703865 
14.937402 	 0.709706 
15.010822 	 0.715527 
15.083767 	 0.721330 
15.156244 	 0.727114 
15.228263 	 0.732879 
15.299830 	 0.738626 
15.370954 	 0.744356 
15.441642 	 0.750068 
15.511902 	 0.755762 
15.581739 	 0.761440 
15.651162 	 0.767100 
15.720178 	 0.772744 
15.788791 	 0.778371 
15.857010 	 0.783981 
15.924839 	 0.789576 
15.992286 	 0.795154 
16.059355 	 0.800717 
16.126054 	 0.806264 
16.192387 	 0.811796 
16.258359 	 0.817313 
16.323977 	 0.822814 
16.389245 	 0.828301 
16.454168 	 0.833773 
16.518752 	 0.839230 
16.583001 	 0.844673 
16.646920 	 0.850101 
16.710513 	 0.855516 
16.773786 	 0.860916 
16.836742 	 0.866302 
16.899386 	 0.871675 
16.961722 	 0.877033 
17.023754 	 0.882378 
17.085486 	 0.887710 
17.146923 	 0.893028 
17.208067 	 0.898333 
17.268923 	 0.903625 
17.329495 	 0.908904 
17.389786 	 0.914169 
17.449800 	 0.919422 
17.509539 	 0.924662 
17.569009 	 0.929889 
17.628211 	 0.935103 
17.687150 	 0.940304 
17.745828 	 0.945493 
17.804248 	 0.950669 
17.862414 	 0.955832 
17.920329 	 0.960983 
17.977996 	 0.966121 
18.035417 	 0.971247 
18.092595 	 0.976360 
18.149534 	 0.981461 
18.206236 	 0.986549 
18.262703 	 0.991625 
18.318939 	 0.996688 
18.374946 	 1.001738 
18.430726 	 1.006776 
18.486282 	 1.011802 
18.541616 	 1.016814 
18.596732 	 1.021814 
18.651630 	 1.026801 
18.706315 	 1.031776 
18.760787 	 1.036737 
18.815049 	 1.041685 
18.869104 	 1.046621 
18.922953 	 1.051543 
18.976599 	 1.056453 
19.030043 	 1.061348 
19.083289 	 1.066231 
19.136337 	 1.071100 
19.189191 	 1.075955 
19.241851 	 1.080796 
19.294320 	 1.085624 
19.346600 	 1.090437 
19.398692 	 1.095236 
19.450599 	 1.100021 
19.502322 	 1.104791 
19.553863 	 1.109546 
19.605224 	 1.114287 
19.656407 	 1.119012 
19.707413 	 1.123723 
19.758244 	 1.128417 
19.808901 	 1.133096 
19.859387 	 1.137759 
19.909703 	 1.142406 
19.959850 	 1.147036 
20.009831 	 1.151650 
20.059645 	 1.156247 
20.109297 	 1.160827 
20.158785 	 1.165389 
20.208113 	 1.169934 
20.257281 	 1.174461 
20.306291 	 1.178970 
20.355145 	 1.183460 
20.403843 	 1.187932 
20.452388 	 1.192385 
20.500780 	 1.196818 
20.549021 	 1.201231 
20.597112 	 1.205625 
20.645055 	 1.209998 
20.692851 	 1.214351 
20.740500 	 1.218683 
20.788005 	 1.222993 
20.835367 	 1.227282 
20.882586 	 1.231549 
20.929664 	 1.235794 
20.976603 	 1.240016 
21.023402 	 1.244215 
21.070065 	 1.248391 
21.116591 	 1.252544 
21.162982 	 1.256672 
21.209238 	 1.260776 
21.255362 	 1.264855 
21.301354 	 1.268910 
21.347215 	 1.272939 
21.392946 	 1.276942 
21.438549 	 1.280919 
21.484024 	 1.284869 
21.529372 	 1.288793 
21.574595 	 1.292689 
21.619694 	 1.296558 
21.664668 	 1.300399 
21.709520 	 1.304212 
21.754251 	 1.307996 
21.798860 	 1.311751 
21.843351 	 1.315477 
21.887722 	 1.319174 
21.931975 	 1.322840 
21.976112 	 1.326476 
22.020132 	 1.330081 
22.064038 	 1.333656 
22.107829 	 1.337199 
22.151507 	 1.340711 
22.195072 	 1.344190 
22.238526 	 1.347638 
22.281869 	 1.351045 
22.325102 	 1.354410 
22.368226 	 1.357733 
22.411241 	 1.361015 
22.454150 	 1.364257 
22.496951 	 1.367458 
22.539647 	 1.370619 
22.582238 	 1.373740 
22.624725 	 1.376822 
22.667108 	 1.379865 
22.709388 	 1.382870 
22.751567 	 1.385835 
22.793644 	 1.388763 
22.835622 	 1.391653 
22.877499 	 1.394505 
22.919278 	 1.397319 
22.960958 	 1.400096 
23.002541 	 1.402835 
23.044027 	 1.405537 
23.085417 	 1.408202 
23.126712 	 1.410830 
23.167912 	 1.413421 
23.209019 	 1.415975 
23.250032 	 1.418493 
23.290952 	 1.420974 
23.331781 	 1.423418 
23.372518 	 1.425826 
23.413165 	 1.428198 
23.453722 	 1.430534 
23.494190 	 1.432833 
23.534568 	 1.435096 
23.574859 	 1.437324 
23.615063 	 1.439515 
23.655180 	 1.441671 
23.695210 	 1.443791 
23.735156 	 1.445876 
23.775016 	 1.447925 
23.814792 	 1.449940 
23.854484 	 1.451920 
