0.000000 0.000000
5.187172 0.239900
7.001420 0.531238
8.339696 0.845634
9.439924 1.175872
10.391449 1.518369
11.239145 1.870940
12.009241 2.232104
12.718609 2.600783
13.378838 2.976156
13.998286 3.357575
14.583211 3.744512
15.138436 4.136533
15.667773 4.533271
16.174292 4.934410
16.660509 5.339679
17.128517 5.748840
17.580076 6.161682
18.016684 6.578018
18.439627 6.997681
18.850023 7.420520
19.248843 7.846397
19.636943 8.275188
20.015081 8.706778
20.383929 9.141063
20.744089 9.577946
21.096103 10.017338
21.440456 10.459155
21.777592 10.903319
22.107911 11.349760
22.431779 11.798408
22.749531 12.249202
23.061476 12.702081
23.367895 13.156989
23.669050 13.613873
23.965182 14.072679
24.256516 14.533307
24.543260 14.995445
24.825615 15.458104
25.103781 15.919150
25.377963 16.375858
25.648373 16.826328
25.915212 17.270245
26.178666 17.708145
26.438903 18.140480
26.696075 18.567613
26.950323 18.989845
27.201774 19.407442
27.450549 19.820634
27.696757 20.229606
27.940500 20.634504
28.181875 21.035465
28.420972 21.432632
28.657873 21.826147
28.892657 22.216145
29.125398 22.602749
29.356165 22.986073
29.585024 23.366226
29.812036 23.743312
30.037260 24.117352
30.260757 24.484905
30.482600 24.844310
30.702863 25.195865
30.921610 25.539851
31.138904 25.876531
31.354804 26.206152
31.569365 26.528950
31.782637 26.845145
31.994670 27.154949
32.205508 27.458559
32.415196 27.756166
32.623773 28.047948
32.831279 28.334077
33.037749 28.614717
33.243219 28.890023
33.447721 29.160144
33.651287 29.425221
33.853947 29.685393
34.055729 29.940788
34.256660 30.191533
34.456765 30.437746
34.656070 30.679545
34.854599 30.917040
35.052372 31.150337
35.249413 31.379540
35.445742 31.604747
35.641379 31.826055
35.836343 32.043555
36.030651 32.257335
36.224323 32.467484
36.417374 32.674082
36.609820 32.877211
36.801678 33.076949
36.992962 33.273370
37.183688 33.466548
37.373868 33.656553
37.563516 33.843453
37.752645 34.027316
37.941269 34.208205
38.129398 34.386183
38.317045 34.561312
38.504221 34.733649
38.690937 34.903252
38.877204 35.070178
39.063031 35.234480
39.248428 35.396211
39.433406 35.555423
39.617974 35.712165
39.802140 35.866486
39.985913 36.018434
40.169302 36.168055
40.352315 36.315394
40.534960 36.460494
40.717244 36.603399
40.899176 36.744151
41.080762 36.882790
41.262010 37.019355
41.442926 37.153887
41.623518 37.286422
41.803791 37.416997
41.983752 37.545650
42.163407 37.672414
42.342763 37.797326
42.521825 37.920417
42.700598 38.041722
42.879089 38.161272
43.057302 38.279100
43.235243 38.395235
43.412917 38.509708
43.590329 38.622549
43.767484 38.733786
43.944387 38.843447
44.121042 38.951561
44.297453 39.058153
44.473626 39.163252
44.649564 39.266881
44.825272 39.369068
45.000753 39.469836
45.176013 39.569210
45.351053 39.667214
45.525879 39.763872
45.700495 39.859205
45.874902 39.953237
46.049107 40.045989
46.223111 40.137484
46.396918 40.227741
46.570531 40.316782
46.743954 40.404627
46.917191 40.491296
47.090243 40.576808
47.263113 40.661182
47.435806 40.744438
47.608324 40.826593
47.780669 40.907666
47.952845 40.987674
48.124854 41.066634
48.296699 41.144564
48.468382 41.221480
48.639906 41.297398
48.811273 41.372335
48.982487 41.446307
49.153548 41.519328
49.324460 41.591415
49.495226 41.662581
49.665846 41.732841
49.836323 41.802211
50.006661 41.870703
50.176859 41.938332
50.346922 42.005111
50.516850 42.071054
50.686646 42.136174
50.856311 42.200483
51.025848 42.263994
51.195259 42.326720
51.364544 42.388672
51.533707 42.449863
51.702749 42.510305
51.871672 42.570008
52.040476 42.628984
52.209165 42.687244
52.377739 42.744800
52.546201 42.801661
52.714551 42.857839
52.882792 42.913344
53.050924 42.968186
53.218950 43.022374
53.386871 43.075919
53.554688 43.128830
53.722403 43.181117
53.890017 43.232790
54.057531 43.283856
54.224947 43.334326
54.392267 43.384207
54.559490 43.433509
54.726619 43.482241
54.893656 43.530410
55.060600 43.578025
55.227454 43.625094
55.394218 43.671625
55.560894 43.717625
55.727483 43.763103
55.893985 43.808066
56.060403 43.852522
56.226737 43.896477
56.392988 43.939939
56.559157 43.982915
56.725246 44.025412
56.891255 44.067436
57.057185 44.108995
57.223038 44.150096
57.388813 44.190743
57.554513 44.230945
57.720139 44.270707
57.885690 44.310035
58.051168 44.348935
58.216574 44.387414
58.381908 44.425478
58.547173 44.463131
58.712367 44.500380
58.877493 44.537231
59.042551 44.573688
59.207542 44.609758
59.372466 44.645445
59.537325 44.680756
59.702119 44.715694
59.866849 44.750265
60.000000 44.777953
